	lyric	meta_GPU	meta_audio	meta_beam_width	meta_context_length	meta_genre	meta_max_len	meta_model_name	meta_model_type	meta_multinomial	meta_seed_text	meta_temperature	meta_title	meta_top_k	meta_verbose	metrics_BLEU_1_excl_Unsmoothed	metrics_BLEU_2_excl_Unsmoothed	metrics_BLEU_3_cumul_Smoothed	metrics_BLEU_3_excl_Unsmoothed	metrics_BLEU_4_cumul_Smoothed	metrics_BLEU_4_excl_Unsmoothed	metrics_POS_conformity	metrics_closestMeters	metrics_editsPerLine	metrics_rhymeDensityAP	metrics_rhymeDensityAS	metrics_rhymeDensityAV	metrics_rhymeDensityEP	metrics_rhymeDensityES	metrics_rhymeDensityEV
10	['xbos', 'xgenre', 'pop', 'xtitle', 'the', 'only', 'thing', 'that', 'matters', 'xbol-1', 'the', 'only', 'thing', 'that', 'matters', 'is', 'you', 'xeol', 'xbol-2', 'the', 'only', 'thing', 'that', 'matters', 'to', 'you', 'xeol', 'xbol-3', 'the', 'only', 'thing', 'that', 'matters', 'to', 'you', 'xeol', 'xbol-4', 'the', 'only', 'thing', 'that', 'matters', 'to', 'you', 'xeos']	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		12	0	0.8571428571428571	0.3333333333333333	0.42816907049047864	0.03846153846153846	0.2570907399327278	0.004000000000000002	0.8850142857142856	['Iambic tetrameter', 'Iambic pentameter']	1.0	0.7777777777777778	0.7407407407407407	1.0740740740740742	1.0	1.0	1.0
11	"['xbos', 'xgenre', 'pop', 'xtitle', 'don', ""'t"", 'turn', 'around', 'xbol-1', 'don', ""'t"", 'turn', 'around', 'xeol', 'xbol-2', 'don', ""'t"", 'turn', 'around', 'xeol', 'xbol-3', 'don', ""'t"", 'turn', 'around', 'xeol', 'xbol-4', 'don', ""'t"", 'turn', 'around', 'xeol', 'xbol-5', 'don', ""'t"", 'turn', 'around', 'xeol', 'xbol-6', 'don', ""'t"", 'turn', 'around', 'xeol', 'xeos']"	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		12	0	0.8888888888888888	0.0588235294117647	0.32815446426856576	0.006250000000000002	0.19039413183576723	0.006666666666666668	0.8717030303030302	['Iambic dimeter']	1.0	0.8823529411764706	0.8823529411764706	0.8823529411764706	1.0	1.0	1.0
12	"['xbos', 'xgenre', 'pop', 'xtitle', 'invisible', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'i', 'don', ""'t"", 'even', 'know', 'where', 'i', ""'ve"", 'been', 'xeol', 'xbol-3', 'i', 'don', ""'t"", 'even', 'know', 'where', 'i', ""'m"", 'going', 'xeol', 'xbol-4', 'don', ""'t"", 'wanna', 'waste', 'my', 'time', 'xeol', 'xbol-5', 'on', 'my', 'own', 'xeol', 'xbol-6', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		3	0	1.0	0.5909090909090909	0.5785119981090219	0.09523809523809525	0.3753614147055763	0.05000000000000001	0.7491945054945053	['Trochaic dimeter']	3.6666666666666665	0.4090909090909091	0.6818181818181818	0.7727272727272727	0.0	0.25	0.25
13	"['xbos', 'xgenre', 'pop', 'xtitle', 'stormy', 'weather', '(album', 'version', ')', 'xbol-1', '[intro]', 'xeol', 'xbol-2', 'i', 'know', 'you', ""'re"", 'lonely', 'too', ',', 'baby', 'xeol', 'xbol-3', 'but', 'i', 'know', 'you', ""'re"", 'lonely', 'too', ',', 'baby', 'xeol', 'xbol-4', 'xeol', 'xbol-5', '[verse-1]', 'xeol', 'xbol-6', 'your', 'mind', ""'s"", 'a', 'beacon', 'xeos']"	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		3	0	0.9047619047619048	0.3499999999999999	0.4508744971415237	0.05263157894736841	0.2720386589956499	0.005555555555555555	0.6463000000000001	['Trochaic dimeter']	3.6666666666666665	0.3	0.4	0.6	0.25	0.25	0.5
14	"['xbos', 'xgenre', 'pop', 'xtitle', 'ain', ""'t"", 'got', 'time', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'ain', ""'t"", 'got', 'time', 'to', 'talk', 'xeol', 'xbol-3', 'i', ""'ve"", 'got', 'to', 'get', 'out', 'of', 'here', 'xeol', 'xbol-4', 'ain', ""'t"", 'got', 'time', 'to', 'talk', 'xeol', 'xbol-5', 'i', ""'ve"", 'got', 'to', 'get', 'out', 'xeos']"	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		3	0	1.0	0.5	0.5715978896430605	0.14285714285714285	0.37429630746833104	0.05000000000000001	0.6947814814814816	['Iambic dimeter', 'Trochaic dimeter']	2.8	0.5454545454545454	0.5909090909090909	0.5909090909090909	0.25	0.25	0.25
15	"['xbos', 'xgenre', 'pop', 'xtitle', 'shooting', 'star', 'xbol-1', 'why', 'don', ""'t"", 'you', 'show', 'me', 'what', 'you', 'want', '?', 'xeol', 'xbol-2', 'show', 'me', 'what', 'you', 'got', 'xeol', 'xbol-3', 'baby', ',', 'what', 'you', 'got', ',', 'what', 'you', 'got', ',', 'who', 'you', 'got', '?', 'xeol', 'xbol-4', 'xeol', 'xbol-5', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		6	0	1.0	0.5925925925925926	0.5752231125440961	0.1153846153846154	0.35493112561365137	0.004000000000000002	1.1364433756805807	['Iambic dimeter', 'Trochaic dimeter']	5.0	0.5185185185185185	0.5925925925925926	0.5925925925925926	0.0	0.0	0.0
16	"['xbos', 'xgenre', 'pop', 'xtitle', 'build', 'me', 'up', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'baby', ',', 'baby', ',', 'baby', 'xeol', 'xbol-3', 'i', 'don', ""'t"", 'know', 'what', 'i', ""'m"", 'looking', 'for', 'xeol', 'xbol-4', 'but', 'baby', ',', 'baby', ',', 'baby', ',', 'baby', ',', 'baby', ',', 'baby', ',', 'baby', 'xeol', 'xeos']"	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		6	0	1.0	0.5769230769230769	0.5999390971780046	0.15999999999999998	0.3905416279801576	0.041666666666666664	0.701820424403183	['Trochaic trimeter']	4.5	0.38461538461538464	0.46153846153846156	0.8076923076923077	0.3333333333333333	0.3333333333333333	0.6666666666666666
17	"['xbos', 'xgenre', 'pop', 'xtitle', 'walkin', ""'"", 'in', 'my', 'shoes', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'i', ""'m"", 'walking', 'in', 'my', 'shoes', 'xeol', 'xbol-3', 'walking', 'in', 'my', 'shoes', 'xeol', 'xbol-4', 'walking', 'in', 'my', 'shoes', 'xeol', 'xbol-5', 'walking', 'in', 'my', 'shoes', 'xeol', 'xbol-6', 'walking', 'in', 'my', 'shoes', 'xeol', 'xeos']"	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		6	0	0.6818181818181818	0.3333333333333333	0.3940188362162088	0.05000000000000001	0.23865839559530766	0.005263157894736842	0.6584652173913044	['Iambic dimeter']	2.3333333333333335	0.7619047619047619	0.6190476190476191	1.0476190476190477	0.8	0.8	0.8
18	"['xbos', 'xgenre', 'pop', 'xtitle', 'rewind', 'xbol-1', 'who', ""'s"", 'this', 'girl', 'now', 'xeol', 'xbol-2', 'who', ""'s"", 'this', 'girl', 'now', 'xeol', 'xbol-3', 'who', ""'s"", 'this', 'girl', 'now', 'xeol', 'xbol-4', 'who', ""'s"", 'she', 'now', 'xeol', 'xbol-5', 'who', ""'s"", 'she', 'now', 'she', ""'s"", 'thinking', 'of', 'xeol', 'xbol-6', 'who', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		9	0	1.0	0.14285714285714285	0.38030818630820434	0.005000000000000002	0.22190112288534844	0.005263157894736842	0.8531857142857142	['Trochaic dimeter']	2.0	0.6190476190476191	0.7619047619047619	0.7619047619047619	0.6	0.6	0.6
19	['xbos', 'xgenre', 'pop', 'xtitle', 'life', 'goes', 'on', '(album', 'version', ')', 'xbol-1', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', 'xeol', 'xbol-2', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', ',', 'life', 'goes', 'on', 'xeol', 'xeos']	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		9	0	0.8333333333333334	0.06896551724137931	0.31913429328638	0.0035714285714285726	0.1853539407382294	0.0037037037037037025	0.6869666666666668	['Iambic hexameter', 'Trochaic hexameter']	6.0	0.7241379310344828	0.7241379310344828	0.7241379310344828	1.0	1.0	1.0
20	"['xbos', 'xgenre', 'pop', 'xtitle', 'alone', 'in', 'my', 'room', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'you', ""'re"", 'the', 'one', 'i', 'love', 'xeol', 'xbol-3', 'you', ""'re"", 'the', 'one', 'i', 'love', 'xeol', 'xbol-4', 'you', ""'re"", 'the', 'one', 'i', 'love', 'xeol', 'xbol-5', 'you', ""'re"", 'the', 'one', 'i', 'love', 'xeol', 'xbol-6', 'xeos']"	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		9	0	1.0	0.2	0.39875225134750314	0.005263157894736842	0.2335189102269777	0.005555555555555555	0.7281000000000001	['Iambic dimeter', 'Trochaic dimeter']	2.6666666666666665	0.75	0.65	0.8	0.75	0.75	0.75
21	"['xbos', 'xgenre', 'pop', 'xtitle', 'all', 'i', 'want', 'from', 'you', 'xbol-1', '[intro]', 'xeol', 'xbol-2', 'this', 'is', 'all', 'for', 'you', 'xeol', 'xbol-3', 'this', 'for', 'all', 'you', 'xeol', 'xbol-4', 'this', 'is', 'all', 'for', 'you', 'xeol', 'xbol-5', 'xeol', 'xbol-6', '[verse-1]', 'xeol', 'xbol-7', 'this', 'is', 'what', 'it', ""'s"", 'all', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		12	0	1.0	0.55	0.5578829717511092	0.10526315789473682	0.34306645495948257	0.005555555555555555	1.0470454545454546	['Iambic dimeter', 'Trochaic dimeter']	2.2857142857142856	0.6	0.75	0.75	0.4	0.4	0.4
22	['xbos', 'xgenre', 'pop', 'xtitle', 'here', 'comes', 'the', 'rain', 'xbol-1', 'here', 'comes', 'the', 'rain', 'again', 'xeol', 'xbol-2', 'here', 'comes', 'the', 'rain', 'again', '...', 'xeol', 'xbol-3', 'xeol', 'xbol-4', 'here', 'comes', 'the', 'rain', 'again', 'xeol', 'xbol-5', 'here', 'comes', 'the', 'rain', 'again', 'xeol', 'xbol-6', 'here', 'comes', 'the', 'rain', 'xeos']	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.3		12	0	0.88	0.20833333333333334	0.4175267677262734	0.08695652173913045	0.2540495317371028	0.004545454545454548	0.8174565217391303	['Iambic trimeter']	2.0	0.7916666666666666	0.625	0.7916666666666666	0.5	0.5	0.5
23	"['xbos', 'xgenre', 'pop', 'xtitle', 'you', ""'re"", 'a', 'fool', 'xbol-1', '[intro]', 'xeol', 'xbol-2', 'you', ""'re"", 'a', 'fool', '!', 'xeol', 'xbol-3', 'you', ""'re"", 'a', 'fool', '!', 'xeol', 'xbol-4', 'you', ""'re"", 'a', 'fool', '!', 'xeol', 'xbol-5', 'you', ""'re"", 'a', 'fool', '!', 'xeol', 'xbol-6', 'you', ""'re"", 'a', 'fool', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		3	0	0.85	0.5263157894736842	0.5878362574343211	0.2777777777777778	0.37795586955102256	0.005882352941176469	0.7426882352941176	['Iambic dimeter', 'Trochaic dimeter']	1.5	0.631578947368421	0.42105263157894735	0.631578947368421	0.0	0.0	0.0
24	['xbos', 'xgenre', 'pop', 'xtitle', 'if', 'i', 'were', 'you', 'xbol-1', 'if', 'i', 'were', 'you', '...', 'xeol', 'xbol-2', 'xeol', 'xbol-3', 'if', 'i', 'were', 'you', 'xeol', 'xbol-4', 'if', 'i', 'were', 'you', 'xeol', 'xbol-5', 'if', 'i', 'were', 'you', 'xeol', 'xbol-6', 'if', 'i', 'were', 'you', 'xeol', 'xbol-7', 'xeol', 'xbol-8', 'xeos']	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		3	0	1.0	0.15	0.38262299725180426	0.005263157894736842	0.2233579305889672	0.005555555555555555	1.1211556390977444	['Iambic dimeter']	2.125	0.8	0.8	0.8	0.75	0.75	0.75
25	"['xbos', 'xgenre', 'pop', 'xtitle', 'never', 'gonna', 'be', 'the', 'same', 'xbol-1', 'i', 'don', ""'t"", 'wanna', 'be', 'the', 'one', 'to', 'say', 'goodbye', 'xeol', 'xbol-2', 'i', 'don', ""'t"", 'wanna', 'be', 'the', 'one', 'to', 'say', 'goodbye', 'xeol', 'xbol-3', 'xeol', 'xbol-4', 'i', 'don', ""'t"", 'wanna', 'be', 'the', 'one', 'to', 'xeos']"	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		3	0	1.0	0.4166666666666667	0.5286699337290661	0.13043478260869565	0.326513605300415	0.004545454545454548	0.6597571428571428	['Trochaic tetrameter']	4.25	0.7083333333333334	0.625	0.8333333333333334	0.5	0.5	0.5
26	"['xbos', 'xgenre', 'pop', 'xtitle', 'out', 'of', 'the', 'blue', 'xbol-1', 'oh', ',', 'i', 'don', ""'t"", 'know', 'where', 'to', 'start', 'xeol', 'xbol-2', 'let', 'me', 'tell', 'you', 'that', 'i', 'love', 'you', 'xeol', 'xbol-3', 'i', 'don', ""'t"", 'know', 'what', 'to', 'do', ',', 'i', 'don', ""'t"", 'know', 'what', 'to', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		6	0	1.0	0.8148148148148148	0.8163016702942957	0.46153846153846156	0.6145938852185694	0.2	1.1191387096774192	['Iambic tetrameter', 'Trochaic tetrameter', 'Trochaic pentameter']	4.0	0.5185185185185185	0.6666666666666666	0.6666666666666666	0.5	0.5	0.5
27	"['xbos', 'xgenre', 'pop', 'xtitle', 'touch', 'me', 'baby', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'you', 'don', ""'t"", 'know', 'what', 'you', 'mean', 'to', 'me', 'xeol', 'xbol-3', 'you', 'don', ""'t"", 'know', 'what', 'you', 'mean', 'to', 'me', 'xeol', 'xbol-4', 'you', 'don', ""'t"", 'know', 'what', 'you', 'mean', 'to', 'me', 'xeol', 'xbol-5', 'xeos']"	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		6	0	0.92	0.625	0.6297310470708798	0.21739130434782608	0.4431180980750772	0.0909090909090909	1.2817415584415586	['Iambic dimeter', 'Trochaic dimeter']	4.6	0.75	0.8333333333333334	0.8333333333333334	0.6666666666666666	0.6666666666666666	0.6666666666666666
28	['xbos', 'xgenre', 'pop', 'xtitle', 'if', 'you', 'wanna', 'be', 'mine', 'xbol-1', 'if', 'you', 'wanna', 'be', 'mine', 'xeol', 'xbol-2', 'if', 'you', 'wanna', 'be', 'mine', 'xeol', 'xbol-3', 'if', 'you', 'wanna', 'be', 'mine', 'xeol', 'xbol-4', 'if', 'you', 'wanna', 'be', 'mine', 'xeol', 'xbol-5', 'if', 'you', 'wanna', 'be', 'mine', 'xeol', 'xeos']	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		6	0	1.0	0.5	0.5344686244130463	0.08695652173913045	0.32667939301713433	0.004545454545454548	1.0963	['Anapestic dimeter']	1.0	0.8333333333333334	0.8333333333333334	1.0	1.0	1.0	1.0
29	"['xbos', 'xgenre', 'pop', 'xtitle', 'sometimes', 'i', 'wonder', 'xbol-1', 'sometimes', 'i', 'wonder', 'if', 'i', ""'ll"", 'ever', 'see', 'you', 'again', 'xeol', 'xbol-2', 'sometimes', 'i', 'wonder', 'if', 'i', 'ever', 'will', 'see', 'you', 'again', 'xeol', 'xbol-3', 'sometimes', 'i', 'wonder', 'if', 'you', ""'ll"", 'ever', 'see', 'me', 'again', 'xeol', 'xbol-4', 'xeos']"	True		3	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		9	0	1.0	0.48148148148148145	0.524233376484192	0.07692307692307693	0.3193534899862751	0.004000000000000002	0.8764333333333334	['Iambic hexameter']	5.5	0.6296296296296297	0.8148148148148148	1.0	1.0	1.0	1.0
30	['xbos', 'xgenre', 'pop', 'xtitle', 'all', 'the', 'way', 'home', 'xbol-1', '[intro]', 'xeol', 'xbol-2', 'all', 'the', 'way', 'home', 'xeol', 'xbol-3', 'all', 'the', 'way', 'home', 'xeol', 'xbol-4', 'all', 'the', 'way', 'home', 'xeol', 'xbol-5', 'all', 'the', 'way', 'home', 'xeol', 'xbol-6', 'all', 'the', 'way', 'home', 'xeol', 'xbol-7', 'xeol', 'xbol-8', 'xeos']	True		6	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		9	0	0.9523809523809523	0.5	0.50778859096142	0.05263157894736841	0.30755626525500646	0.005555555555555555	1.0982619047619049	['Trochaic dimeter']	2.125	0.8	0.6	0.8	0.8	0.8	0.8
31	['xbos', 'xgenre', 'pop', 'xtitle', 'better', 'off', 'without', 'you', 'xbol-1', '[verse-1]', 'xeol', 'xbol-2', 'better', 'off', 'without', 'you', 'xeol', 'xbol-3', 'better', 'off', 'with', 'you', 'xeol', 'xbol-4', 'better', 'off', 'with', 'you', 'xeol', 'xbol-5', 'better', 'off', 'without', 'you', 'xeol', 'xbol-6', 'better', 'off', 'with', 'you', 'xeol', 'xbol-7', 'better', 'off', 'xeos']	True		9	30	pop	40	4.2-LM-108k-lines-genre-song_title	language	True	xbos	1.2		9	0	0.9130434782608695	0.4090909090909091	0.4454588737097144	0.004761904761904763	0.2641505196599168	0.005000000000000002	1.1445608695652174	['Iambic dimeter', 'Trochaic dimeter']	1.7142857142857142	0.7727272727272727	0.7727272727272727	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666
