msd_id,song_id,song_url,artist_id,artist
TRAAHKE128F421389B,,,,
TRAAHMO128F92DE7C9,785913,https://genius.com/Agonoize-koprolalie-lyrics,348938,Agonoize
TRAAHPZ12903CB4643,,,,
TRAAHRF128F92FE234,1508568,https://genius.com/The-brooklyn-tabernacle-choir-lead-me-lord-lyrics,356680,The Brooklyn Tabernacle Choir
TRAAHTH12903CCFFE1,,,,
TRAAHVY128F92E25D6,,,,
TRAAHXN128F9326097,,,,
TRAAHYV128F932A425,3441927,https://genius.com/Urltv-geechi-gotti-vs-glueazy-lyrics,52179,URLtv
TRAAHZP12903CA25F4,36128,https://genius.com/Organized-konfusion-hate-lyrics,1326,Organized Konfusion
TRAAIAE128F42AC53D,449946,https://genius.com/Martina-mcbride-i-cant-stop-loving-you-lyrics,139719,Martina McBride
TRAAIAN12903CFF16D,825229,https://genius.com/Horace-andy-thank-you-lord-lyrics,35773,Horace Andy
TRAAIAX128F930531B,1771045,https://genius.com/Nazz-us-how-can-you-call-that-beautiful-lyrics,1296623,Nazz (US)
TRAAIBB12903CECB35,,,,
TRAAIDY128F92CA454,1253662,https://genius.com/Hot-tuna-candy-man-lyrics,330621,Hot Tuna
TRAAIFG12903CB0BCB,,,,
TRAAIGD12903CA2F3C,,,,
TRAAIHL128F92E6DDA,51651,https://genius.com/Boyz-ii-men-on-bended-knee-lyrics,440,Boyz II Men
TRAAIIE128F4288BB1,8979,https://genius.com/Busta-rhymes-flipmode-squad-meets-def-squad-lyrics,338,Busta Rhymes
TRAAIII128F427D5D8,1627323,https://genius.com/Donny-hathaway-little-girl-lyrics,56468,Donny Hathaway
TRAAILM128F93480BB,2069545,https://genius.com/Miguel-gallardo-eternamente-mame-lyrics,360814,Miguel Gallardo
TRAAINT128F933BBE0,,,,
TRAAIRG128F93265E8,,,,
TRAAIXN128F428027A,203613,https://genius.com/Tom-waits-shake-it-lyrics,1691,Tom Waits
TRAAIXU128F4241E5C,1462605,https://genius.com/Tony-joe-white-i-want-love-tween-you-and-me-lyrics,356691,Tony Joe White
TRAAIYR12903CD290D,892318,https://genius.com/Wolfmother-white-feather-lyrics,21086,Wolfmother
TRAAJAC128F148B530,1292778,https://genius.com/The-roches-christlike-lyrics,132309,The Roches
TRAAJBU128F9326C02,,,,
TRAAJBU12903CE2831,,,,
TRAAJEK128F422F55A,1621203,https://genius.com/Jupiter-rising-they-say-lyrics,16003,Jupiter Rising
TRAAJEK12903CE351A,,,,
TRAAJJA12903CC518A,41269,https://genius.com/Saafir-crawl-before-you-ball-lyrics,4509,Saafir
TRAAJJG128F4284B27,1100035,https://genius.com/The-verve-pipe-medicate-myself-lyrics,24218,The Verve Pipe
TRAAJJV128F42A2F99,968976,https://genius.com/Kris-kristofferson-rescue-mission-lyrics,39554,Kris Kristofferson
TRAAJMH128E0785407,1684070,https://genius.com/Marvin-sapp-more-and-more-lyrics,15389,Marvin Sapp
TRAAJNM12903CF4750,,,,
TRAAJSX128F4275A1D,,,,
TRAAJVJ128F42570AD,,,,
TRAAJXQ128F92E65BF,2467730,https://genius.com/Lost-under-heaven-lament-lyrics,243173,Lost Under Heaven
TRAAJYX128F4255568,1444428,https://genius.com/Maxi-priest-groovin-in-the-midnight-lyrics,173835,Maxi Priest
TRAAKAS128F4246013,1039774,https://genius.com/Porcupine-tree-waiting-phase-one-lyrics,17189,Porcupine Tree
TRAAKAV128F931BE25,,,,
TRAAKDF128F92FA302,211677,https://genius.com/Foo-fighters-hell-lyrics,17237,Foo Fighters
TRAAKDG128F42A0ECB,,,,
TRAAKJJ128F4228346,,,,
TRAAKNS12903CC5198,921172,https://genius.com/Robben-ford-i-got-over-it-lyrics,360593,Robben Ford
TRAAKQS128F4224DE1,,,,
TRAAKSB128F934D73A,,,,
TRAAKTK128F9343DCC,991891,https://genius.com/Soda-stereo-te-hacen-falta-vitaminas-lyrics,278419,Soda Stereo
TRAAKVA128F934E69E,,,,
TRAAKVD12903CE8474,3286384,https://genius.com/Jay-felicite-hot-steppa-remix-lyrics,1233034,Jay Felicite
TRAAKVZ12903D074BB,1713496,https://genius.com/Britt-nicole-hanging-on-lyrics,18197,Britt Nicole
TRAAKXN128F92E71B1,3537579,https://genius.com/Richie-cunning-need-u-bad-remix-lyrics,17304,Richie Cunning
TRAALCM128F4264370,1309700,https://genius.com/Toni-braxton-christmas-in-jamaica-lyrics,3371,Toni Braxton
TRAALDU128F930D56B,,,,
TRAALEO128F42A7AEA,,,,
TRAALHD12903D0BD6A,1526854,https://genius.com/Eddie-money-no-control-live-lyrics,38587,Eddie Money
TRAALNG12903D014E9,1202480,https://genius.com/Enthroned-the-vitalized-shell-lyrics,354005,Enthroned
TRAALRZ128F429024E,2201840,https://genius.com/Suzanne-ciani-mozart-lyrics,377615,Suzanne Ciani
TRAALSV128F4282B9B,,,,
TRAALUX12903CFD50B,2496032,https://genius.com/Country-genius-folk-songs-from-around-the-world-lyrics,214055,Country Genius
TRAALZC128F92E11A6,207802,https://genius.com/Dolly-parton-letter-to-heaven-lyrics,20955,Dolly Parton
TRAALZN128F932D457,,,,
TRAAMES128F42AF068,422785,https://genius.com/Pearl-jam-inside-job-lyrics,22696,Pearl Jam
TRAAMFG128F92FDEA2,920010,https://genius.com/Natalie-cole-take-a-look-lyrics,262134,Natalie Cole
TRAAMFT128F93128AD,1977320,https://genius.com/Mastodon-the-czar-usurper-escape-martyr-spiral-live-at-the-aragon-lyrics,14779,Mastodon
TRAAMGJ12903CD315C,,,,
TRAAMII128F933B583,1679793,https://genius.com/Five-iron-frenzy-amalgamate-lyrics,137071,Five Iron Frenzy
TRAAMJY128F92F5919,17220,https://genius.com/Dj-quik-born-and-raised-in-compton-lyrics,217,DJ Quik
TRAAMKI128F428537A,1059566,https://genius.com/Hank-locklin-were-gonna-go-fishin-lyrics,362080,Hank Locklin
TRAAMKL128F9347D8A,3621837,https://genius.com/Ma-e-dj-cosmic-kev-freestyle-lyrics,249,Ma$e
TRAAMKP12903CC74F4,,,,
TRAAMKW128F4249CF0,1317850,https://genius.com/The-jordanaires-in-the-sweet-by-and-by-lyrics,293962,The Jordanaires
TRAAMPA128F92E7D0D,1629621,https://genius.com/Descendents-orgofart-lyrics,44950,Descendents
TRAAMSO128EF348DCC,1773103,https://genius.com/La-guns-bitch-is-back-lyrics,344590,L.A. Guns
TRAAMXP128F4264F6A,3136045,https://genius.com/Dont-flop-villun-vs-dekay-lyrics,28341,Don't Flop
TRAAMYQ128F148B753,1675075,https://genius.com/Shelley-fabares-johnny-loves-me-lyrics,381911,Shelley Fabares
TRAAMZB12903CAB002,,,,
TRAAMZR128F9315DCC,,,,
TRAANBH128F9345A6C,926189,https://genius.com/Diesel-boy-cooler-than-you-lyrics,362719,Diesel Boy
TRAANKK128F42531BC,,,,
TRAANLO128F422AE37,952287,https://genius.com/Cradle-of-filth-summer-dying-fast-lyrics,74196,Cradle of Filth
TRAANLZ128F934EC42,2479164,https://genius.com/Jam-young-jazzy-shit-higher-lyrics,40726,Jam Young
TRAANMF12903CEAFEF,,,,
TRAANRI12903CD0A9C,3549472,https://genius.com/Moonshine-bandits-stomp-like-hell-lyrics,24256,Moonshine Bandits
TRAANTD128F9323B23,2921721,https://genius.com/Live-from-the-block-syd-vicious-vs-lexx-luthor-lyrics,1039752,Live From the Block
TRAANTZ128E0792529,1542730,https://genius.com/Nine-inch-nails-the-frail-lyrics,12757,Nine Inch Nails
TRAAODT12903D0D16E,,,,
TRAAOEH128F426A82F,1627989,https://genius.com/Leland-martin-stone-cold-fingers-lyrics,360901,Leland Martin
TRAAOIN128F9303790,1244894,https://genius.com/Test-icicles-snowball-lyrics,342228,Test Icicles
TRAAOJI128F1458DCD,1739388,https://genius.com/Heaven-17-we-dont-need-this-fascist-groove-thang-lyrics,100911,Heaven 17
TRAAOPW128F428AE31,3645078,https://genius.com/Taylor-keith-looking-for-the-light-lyrics,1444451,Taylor Keith
TRAAORY128F934984F,119864,https://genius.com/Kool-savas-futurama-united-nations-remix-lyrics,11830,Kool Savas
TRAAOTD128F42322FC,,,,
TRAAOTT128F14AE002,771456,https://genius.com/Scott-wesley-brown-christ-the-lord-is-risen-today-lyrics,348671,Scott Wesley Brown
TRAAOTT128F9342E04,,,,
TRAAOXM12903CFB3B0,2223318,https://genius.com/Moss-nl-silent-hill-lyrics,1056069,Moss (NL)
TRAAOYG128F9314996,,,,
TRAAPCC128F42519A7,,,,
TRAAPFQ128F42684DB,1704473,https://genius.com/Dimmu-borgir-master-of-disharmony-lyrics,174288,Dimmu Borgir
TRAAPGF128F1458F8B,1737269,https://genius.com/Public-image-ltd-love-song-lyrics,81209,Public Image Ltd.
TRAAPIV128F1493132,1017778,https://genius.com/Gary-moore-what-are-we-here-for-lyrics,237831,Gary Moore
TRAAPLS12903CB2D40,,,,
TRAAPPQ128F14961F5,1162146,https://genius.com/The-b-52s-wig-lyrics,34604,The B-52's
TRAAPQQ128F427C750,,,,
TRAAPSQ12903CAE86A,75681,https://genius.com/Sex-pistols-god-save-the-queen-lyrics,20831,Sex Pistols
TRAAPVV128F425D64C,55381,https://genius.com/Chris-brown-forever-lyrics,438,Chris Brown
TRAAPWD128F931ACD4,,,,
TRAAPXK128F934DF25,2918190,https://genius.com/Spotify-new-music-friday-11-25-16-lyrics,69342,Spotify
TRAAQBF12903CF796B,1018927,https://genius.com/Hem-have-yourself-a-merry-little-christmas-lyrics,354985,Hem
TRAAQCK128F92E8C33,417099,https://genius.com/Lily-allen-u-killed-it-lyrics,1185,Lily Allen
TRAAQDJ128F92F95E0,1563561,https://genius.com/Pentangle-rain-and-snow-lyrics,361806,Pentangle
TRAAQDL12903CA8FB5,3633511,https://genius.com/Dash-shamash-nuevo-orden-criminal-lyrics,48485,Dash Shamash
TRAAQEV12903CB5459,,,,
TRAAQFC128F425ED83,257714,https://genius.com/Kendrick-lamar-yung-boys-world-lyrics,1421,Kendrick Lamar
TRAAQIH128F428BDEA,996541,https://genius.com/Busdriver-bloody-paw-on-the-kill-floor-lyrics,4185,Busdriver
TRAAQLE128F424AE71,2314013,https://genius.com/Tsu-surf-conversations-lyrics,29362,Tsu Surf
TRAAQLJ128F428E870,1015126,https://genius.com/Bebo-and-cigala-inolvidable-lyrics,368193,Bebo & Cigala
TRAAQOH128F4265CE6,2409690,https://genius.com/Lord-infamous-comatose-lyrics,5342,Lord Infamous
TRAAQPS128F429161D,3265046,https://genius.com/Youngboy-never-broke-again-pour-one-lyrics,656173,YoungBoy Never Broke Again
TRAAQUC128F9322A82,1123648,https://genius.com/The-gone-jackals-not-buried-deep-enough-lyrics,362056,The Gone Jackals
TRAAQUF12903CDF4A4,,,,
TRAAQWF128F92D1AAD,,,,
TRAAQYN128F92ED77E,1742919,https://genius.com/Richie-le-the-pho-song-lyrics,246695,Richie Le
TRAAQYU12903CE68CE,1927,https://genius.com/Eminem-bitch-please-ii-lyrics,45,Eminem
TRAAQZF12903CEDCB8,,,,
TRAAQZQ128EF35C51A,2311201,https://genius.com/Bure-pineapple-juice-lyrics,568326,Bure
TRAARHS128F931689D,98106,https://genius.com/The-killers-spaceman-lyrics,599,The Killers
TRAARRG12903CDB456,,,,
TRAARSF12903CD1B12,,,,
TRAARUN128F932B1A0,,,,
TRAASDM12903CD474E,157841,https://genius.com/King-20-20-here-it-goes-lyrics,52876,King 20/20
TRAASEO128F9337C48,985008,https://genius.com/Jose-augusto-chuvas-de-verao-lyrics,371572,José Augusto
TRAASFP128F42980BD,1251153,https://genius.com/Orbital-illuminate-lyrics,72522,Orbital
TRAASGM128EF34DBB0,11191,https://genius.com/Bone-thugs-n-harmony-never-forget-me-lyrics,64,Bone Thugs-N-Harmony
TRAASIG128F92C3A6B,1552570,https://genius.com/Moonsorrow-ukkosenjumalan-poika-lyrics,355894,Moonsorrow
TRAASKO128F427CE1C,370640,https://genius.com/Skizzophonic-bombay-dreams-lyrics,147766,SKiZzOpHoNiC
TRAASKQ128F4265E04,72614,https://genius.com/Rage-against-the-machine-kick-out-the-jams-lyrics,1499,Rage Against the Machine
TRAASOD128F428154C,1159987,https://genius.com/Jazz-gillum-birmingham-blues-lyrics,376600,Jazz Gillum
TRAASQC128F93480F0,114882,https://genius.com/Rise-against-amber-changing-lyrics,16582,Rise Against
TRAASSO12903CDD2FF,,,,
TRAASUZ128F9314950,351620,https://genius.com/Korn-hey-daddy-lyrics,6578,Korn
TRAASYO128F4263883,,,,
TRAASZE128F93499AE,878415,https://genius.com/Agnes-i-need-you-now-lyrics,353197,Agnes
TRAATBN128F14ACE82,3661446,https://genius.com/James-horner-atmosphere-station-lyrics,379146,James Horner
TRAATGM12903C9CD7C,1265791,https://genius.com/Tantric-walk-away-lyrics,358790,Tantric
TRAATIU128F4291A84,564497,https://genius.com/Mastodon-shadows-that-move-lyrics,14779,Mastodon
TRAATJK128F9339179,,,,
TRAATLC12903D0172B,,,,
TRAATMY128F149562F,1974036,https://genius.com/U2-kite-live-from-sydney-2006-lyrics,23895,U2
TRAATMY128F9334DAC,349845,https://genius.com/Kamikaze-loon-lil-joe-lyrics,95515,Kamikaze Loon
TRAATNJ128F42631BA,421334,https://genius.com/Korn-ever-be-lyrics,6578,Korn
TRAATNN128F92FD35F,462299,https://genius.com/Marcel-proust-seascape-with-frieze-of-girls-chapter-3-lyrics,57252,Marcel Proust
TRAATOA12903CAD615,190701,https://genius.com/Tim-mcgraw-shotgun-rider-lyrics,4791,Tim McGraw
TRAATPA128F146753C,1244873,https://genius.com/Extreme-teachers-pet-lyrics,3221,Extreme
TRAATQC128F425AF61,,,,
TRAATWQ12903CC5BA8,440463,https://genius.com/Prozak-go-to-hell-lyrics,9517,Prozak
TRAATXO128F92D97A6,,,,
TRAATZQ128F425E5F1,,,,
TRAAUDN128F933F20D,1910421,https://genius.com/Machete-empire-records-falsita-and-cortesia-lyrics,247683,Machete Empire Records
TRAAUEO128E0780CB9,453076,https://genius.com/Placebo-english-summer-rain-lyrics,64367,Placebo
TRAAUGD128F42734DA,870307,https://genius.com/Tam-tam-go-spanish-shuffle-lyrics,357042,Tam Tam Go!
TRAAUGZ128F9307F78,,,,
TRAAUIH128F4254C9D,1321372,https://genius.com/Sizzla-hail-selassie-lyrics,5988,Sizzla
TRAAUKK128F933A680,1093273,https://genius.com/Soda-stereo-terapia-de-amor-intensiva-lyrics,278419,Soda Stereo
TRAAUMJ128F933BDB6,1812096,https://genius.com/Lore-haunting-lyrics,369012,Lore
TRAAUMN128F4273561,1272573,https://genius.com/Soul-asylum-lies-of-hate-lyrics,42640,Soul Asylum
TRAAUMZ12903CA97DC,,,,
TRAAUSW128F426646E,,,,
TRAAUWD128F930DD4E,,,,
TRAAUZI12903CAFD53,3445606,https://genius.com/King-of-the-dot-bigg-k-vs-danny-myers-lyrics,117146,King of the Dot
TRAAUZX128F92F3D53,38534,https://genius.com/Rah-digga-the-last-word-lyrics,1586,Rah Digga
TRAAVAH128F4284D7C,40856,https://genius.com/Run-dmc-hard-times-lyrics,1124,Run-D.M.C.
TRAAVDZ128F148C948,,,,
TRAAVGB12903CFAA99,1070987,https://genius.com/Hank-locklin-filipino-baby-lyrics,362080,Hank Locklin
TRAAVIH12903CFAC90,26717,https://genius.com/Kool-g-rap-da-bosses-lady-lyrics,847,Kool G Rap
TRAAVIT128F92E657C,514746,https://genius.com/Nightwish-escapist-lyrics,135153,Nightwish
TRAAVJL128F14ACADD,,,,
TRAAVKY12903CBBB93,,,,
TRAAVNN128F428A85D,,,,
TRAAVOK12903CC4773,1661799,https://genius.com/The-buzzhorn-pinned-to-the-ground-lyrics,357967,The Buzzhorn
TRAAVOU128F422F292,426338,https://genius.com/Silverstein-always-and-never-lyrics,41718,Silverstein
TRAAVRJ128F92FF90A,2934748,https://genius.com/Chk-chk-chk-myth-takes-lyrics,568403,!!! (Chk Chk Chk)
TRAAWAD128F92FA59F,,,,
TRAAWDK128F92E2A17,371,https://genius.com/The-notorious-big-who-shot-ya-lyrics,22,The Notorious B.I.G.
TRAAWGY128F4298A09,328234,https://genius.com/Led-zeppelin-poor-tom-lyrics,562,Led Zeppelin
TRAAWOR128F92DF3C8,1376286,https://genius.com/Sandi-thom-wounded-hearts-lyrics,359045,Sandi Thom
TRAAWQD12903CAA968,,,,
TRAAWUH128F427F12C,1499615,https://genius.com/The-field-mice-when-morning-comes-to-town-lyrics,365765,The Field Mice
TRAAWUM128F426009A,,,,
TRAAWVQ128F9313D31,,,,
TRAAXCM128F427F97B,2229102,https://genius.com/Malkit-singhbally-sagoo-gur-nalon-ishq-mitha-lyrics,530808,"Malkit Singh,Bally Sagoo"
TRAAXEJ12903CA7253,2465190,https://genius.com/Ego-trip-magazine-hip-hops-greatest-singles-by-year-lyrics,663652,Ego Trip Magazine
TRAAXIR128F92D1938,1060239,https://genius.com/Dean-martin-until-you-love-someone-lyrics,29189,Dean Martin
TRAAXKI128F92DAC1B,,,,
TRAAXMC128F14A53EA,3125759,https://genius.com/Mobb-deep-juvenile-hell-credits-lyrics,251,Mobb Deep
TRAAXMX128F9307699,,,,
TRAAXPA128F92FC706,,,,
TRAAXTY128F42725BC,,,,
TRAAXUY128F426BA55,1750299,https://genius.com/Gene-clark-set-you-free-this-time-lyrics,305191,Gene Clark
TRAAYCQ128F425EE32,3514167,https://genius.com/Maysa-bloco-da-solidao-lyrics,354916,Maysa
TRAAYGH128F92ECD16,888604,https://genius.com/The-shirelles-will-you-still-you-love-me-tomorrow-lyrics,38022,The Shirelles
TRAAYNQ128EF35922B,,,,
TRAAYPG128F933C941,249015,https://genius.com/Djjy-i-got-bitches-lyrics,84005,DJJY
TRAAYPN128F9340DDF,184048,https://genius.com/Panic-at-the-disco-northern-downpour-lyrics,50838,Panic! at the Disco
TRAAYRA128F92E9CC7,1004749,https://genius.com/Jan-howard-bad-seed-lyrics,365925,Jan Howard
TRAAYTI128F933663B,,,,
TRAAYVL128F1473727,,,,
TRAAZBD128F427A97D,41141,https://genius.com/Sticky-fingaz-oh-my-god-lyrics,1074,Sticky Fingaz
TRAAZBX128F1492AF8,,,,
TRAAZGC12903CB5DFB,2231008,https://genius.com/The-jeff-healey-band-hoochie-coochie-man-lyrics,352044,The Jeff Healey Band
TRAAZHO128F427C9EC,,,,
TRAAZIE128F427961E,1644535,https://genius.com/Danny-wilson-the-second-summer-of-love-lyrics,343776,Danny Wilson
TRAAZJU12903C980B6,,,,
TRAAZKV12903CDDFE0,162867,https://genius.com/Javein-scarwin-do-you-love-j-scarwin-lyrics,50970,Javein scarwin
TRAAZLK128F93586D6,,,,
TRAAZOZ12903C9CABF,,,,
TRAAZPJ128F4292DB5,,,,
TRAAZQF128F4285BC3,886342,https://genius.com/La-ruda-histoires-improbables-lyrics,361492,La Ruda
TRAAZQW128F93430DC,1150501,https://genius.com/Shawn-colvin-another-long-one-lyrics,131328,Shawn Colvin
TRAAZYI12903CB2EE4,2827094,https://genius.com/Taey-66-lyrics,1115031,TAEY
TRABACN128F425B784,3735456,https://genius.com/Casual-oaktown-remix-lyrics,2904,Casual
TRABAFJ128F42AF24E,328793,https://genius.com/Backstreet-boys-larger-than-life-lyrics,8415,Backstreet Boys
TRABAFP128F931E9A1,,,,
TRABAIO128F42938F9,901050,https://genius.com/Kenny-g-baby-come-to-me-lyrics,23708,Kenny G
TRABATO128F42627E9,3795137,https://genius.com/Christos-dantis-kariola-se-miso-lyrics,484941,Christos Dantis
TRABAVQ12903CBF7E0,,,,
TRABAWW128F4250A31,,,,
TRABAXL128F424FC50,80994,https://genius.com/Ctraffik-no-senor-lyrics,22504,CTRAFFIK
TRABAXR128F426515F,,,,
TRABAXV128F92F6AE3,,,,
